,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,Income
3625,34,2,1,9,0,5,0,0,1,0,0,35,0
3626,22,2,5,10,0,1,3,0,0,0,0,40,0
3627,30,2,8,4,4,2,0,0,0,0,0,40,0
3628,61,2,8,4,1,7,1,0,0,0,0,31,0
3629,36,2,1,9,2,1,4,0,0,0,0,40,0
3630,51,5,7,11,1,1,1,0,0,0,0,40,0
3631,43,2,11,3,1,9,2,2,1,0,0,40,1
3632,54,3,5,10,1,11,1,0,0,0,0,48,1
3633,63,2,1,9,6,3,0,0,1,0,0,25,0
3634,51,2,5,10,1,1,1,0,0,0,0,40,1
3635,63,1,12,6,1,9,1,0,0,0,0,40,0
3636,51,4,3,14,1,3,1,0,0,0,0,60,1
3637,27,2,1,9,2,5,3,0,1,0,0,35,0
3638,35,2,6,12,1,10,1,0,0,0,0,40,1
3639,46,1,1,9,4,6,4,0,0,0,0,40,0
3640,53,2,7,11,1,6,1,1,0,0,0,40,1
3641,26,3,5,10,2,0,3,0,0,0,0,24,0
3642,43,2,1,9,0,9,3,0,0,0,0,40,0
3643,39,2,1,9,1,5,1,0,0,15024,0,50,1
3644,50,3,1,9,2,3,0,0,0,0,1590,40,0
3645,54,3,1,9,1,0,1,0,0,0,0,40,1
3646,57,0,5,10,2,3,4,0,1,0,0,40,0
3647,29,4,1,9,0,4,3,0,0,0,0,20,0
3648,20,2,1,9,0,6,5,1,0,0,0,40,0
3649,53,2,0,13,1,1,1,0,0,0,1902,55,1
3650,23,2,1,9,0,4,0,0,0,0,0,40,0
3651,69,2,2,7,1,0,1,0,0,0,0,20,0
3652,56,2,8,4,1,2,1,0,0,0,2002,40,0
3653,53,4,0,13,1,3,1,1,0,0,0,35,0
3654,28,2,1,9,0,0,0,0,0,0,0,40,0
3655,28,2,0,13,1,4,1,1,0,0,0,40,0
3656,33,5,1,9,1,1,1,2,0,0,0,84,1
3657,48,2,1,9,2,5,4,0,1,0,0,30,0
3658,61,2,1,9,1,6,1,0,0,0,0,40,1
3659,49,2,0,13,1,3,1,0,0,5013,0,45,0
3660,48,2,5,10,1,1,1,0,0,0,0,40,0
3661,32,2,8,4,1,6,1,0,0,0,0,40,0
3662,51,2,1,9,1,6,1,0,0,0,0,40,1
3663,19,2,5,10,0,4,3,0,0,0,0,14,0
3664,47,2,1,9,1,3,1,0,0,0,0,50,0
3665,25,2,0,13,0,7,3,0,0,0,0,60,0
3666,72,2,5,10,1,11,1,1,0,0,0,40,0
3667,29,2,2,7,2,6,0,0,0,0,0,40,0
3668,22,2,1,9,0,0,3,0,1,0,0,40,0
3669,57,2,1,9,1,4,1,1,0,0,0,48,0
3670,50,2,6,12,1,0,1,0,0,0,0,60,0
3671,45,5,5,10,1,5,1,0,0,0,0,30,0
3672,52,2,5,10,2,3,0,0,0,0,0,40,1
3673,53,2,3,14,1,1,1,0,0,0,0,48,1
3674,36,2,1,9,1,2,1,0,0,0,0,48,0
3675,46,2,1,9,1,6,1,0,0,0,0,40,1
3676,20,2,1,9,0,5,3,0,1,0,0,20,0
3677,75,2,11,3,6,4,4,1,0,0,0,10,0
3678,32,4,1,9,1,6,1,0,0,0,0,40,1
3679,28,2,1,9,1,6,1,0,0,0,0,40,0
3680,53,2,3,14,2,3,0,0,1,0,0,40,0
3681,17,2,2,7,0,5,3,0,1,0,0,35,0
3682,46,0,7,11,2,0,4,0,1,0,0,38,0
3683,39,2,6,12,4,3,0,0,1,0,0,30,0
3684,38,2,5,10,2,6,4,0,0,0,0,40,0
3685,36,2,1,9,1,9,1,0,0,0,0,60,0
3686,63,4,0,13,0,3,0,1,1,0,0,21,0
3687,28,2,15,2,1,9,1,0,0,0,0,43,0
3688,49,2,1,9,0,0,4,0,1,0,0,35,0
3689,43,2,5,10,1,9,1,0,0,0,0,40,0
3690,38,2,0,13,1,1,1,0,0,0,0,45,1
3691,39,2,1,9,0,10,0,0,0,0,0,62,0
3692,40,2,1,9,1,1,1,0,0,0,0,40,0
3693,24,3,0,13,0,3,0,0,0,0,1741,45,0
3694,30,2,5,10,1,10,1,0,0,0,0,50,1
3695,44,2,5,10,1,7,1,1,0,0,0,40,0
3696,40,2,1,9,1,5,1,0,0,0,0,24,0
3697,30,2,1,9,0,9,5,0,1,0,0,35,0
3698,42,2,3,14,2,3,0,0,1,0,1876,40,0
3699,52,1,7,11,2,3,0,0,1,0,0,35,0
3700,42,2,5,10,1,6,1,1,0,0,0,40,1
3701,39,2,5,10,1,6,1,0,0,0,0,52,1
3702,43,2,5,10,2,3,4,0,0,0,0,45,0
3703,62,1,1,9,1,6,1,0,0,10566,0,40,0
3704,30,2,7,11,1,6,1,0,0,0,0,40,0
3705,39,2,0,13,1,3,1,0,0,0,0,55,1
3706,41,2,1,9,1,7,2,0,1,0,0,20,0
3707,49,2,3,14,1,3,2,0,1,0,1977,40,1
3708,25,2,2,7,1,6,1,0,0,0,0,40,0
3709,48,2,2,7,1,7,1,0,0,0,2002,40,0
3710,44,0,0,13,0,0,0,0,0,0,0,40,0
3711,36,2,4,5,2,2,0,0,0,4650,0,56,0
3712,40,2,1,9,0,2,3,0,0,0,0,40,0
3713,21,2,1,9,0,0,3,1,1,0,0,35,0
3714,41,2,5,10,4,0,0,0,1,0,0,38,0
3715,24,2,0,13,0,1,0,0,1,0,0,50,0
3716,67,1,1,9,1,8,1,0,0,0,0,60,0
3717,24,2,0,13,0,0,3,0,0,0,0,38,0
3718,50,1,0,13,1,5,1,0,0,0,0,60,0
3719,48,2,3,14,2,5,0,0,0,0,0,35,0
3720,29,2,1,9,0,9,0,0,0,3325,0,40,0
3721,50,2,0,13,2,3,4,0,1,0,0,36,0
3722,64,0,12,6,1,1,1,0,0,0,0,40,1
3723,49,2,4,5,2,4,0,1,0,0,0,37,0
3724,20,2,1,9,0,4,3,1,0,0,0,52,0
3725,30,2,1,9,4,0,0,0,1,0,0,40,0
3726,37,2,0,13,1,4,1,2,0,0,0,30,0
3727,52,2,1,9,1,9,1,0,0,0,0,40,1
3728,22,2,5,10,0,11,3,0,0,0,0,25,0
3729,19,0,5,10,0,0,3,0,0,0,0,15,0
3730,52,2,1,9,2,6,5,0,0,0,0,55,1
3731,42,2,0,13,3,10,3,2,1,0,0,40,0
3732,35,2,1,9,4,1,0,0,1,0,0,36,0
3733,27,2,5,10,0,0,4,0,1,0,0,50,0
3734,54,0,1,9,0,4,0,1,1,0,0,38,0
3735,37,2,1,9,1,6,1,0,0,0,1628,40,0
3736,37,2,12,6,1,7,1,0,0,0,0,35,0
3737,28,2,8,4,1,6,1,0,0,0,0,30,0
3738,63,2,0,13,1,5,1,0,0,0,0,40,0
3739,19,2,1,9,0,9,3,0,0,0,0,42,0
3740,28,2,0,13,0,5,3,0,1,0,0,40,0
3741,44,2,10,15,0,3,0,0,1,0,0,40,1
3742,31,2,5,10,1,6,1,0,0,0,0,40,1
3743,35,2,0,13,0,5,0,2,0,0,0,50,1
3744,64,2,1,9,2,13,0,0,1,0,0,50,0
3745,40,2,1,9,1,2,1,0,0,0,0,40,1
3746,59,4,6,12,2,3,0,0,1,0,0,50,0
3747,22,2,5,10,0,0,3,0,1,0,0,40,0
3748,40,2,5,10,0,5,0,0,1,0,0,44,0
3749,35,2,8,4,1,2,1,0,0,0,0,40,0
3750,20,2,5,10,0,0,3,0,1,0,0,15,0
3751,35,4,1,9,0,11,3,0,0,0,0,40,0
3752,28,2,5,10,1,1,1,0,0,0,0,48,0
3753,28,2,1,9,2,9,3,0,0,0,0,40,0
3754,25,5,6,12,0,5,0,0,0,0,0,60,0
3755,37,2,1,9,2,0,4,0,1,0,0,40,0
3756,31,2,7,11,2,5,3,0,1,0,0,38,0
3757,41,2,1,9,0,0,5,0,1,0,0,40,0
3758,31,2,12,6,1,10,1,0,0,0,0,40,1
3759,44,2,1,9,1,6,1,0,0,0,0,40,0
3760,20,2,5,10,0,1,0,1,0,0,0,47,0
3761,57,1,5,10,1,8,1,0,0,0,0,50,0
3762,26,2,1,9,2,4,0,0,1,0,0,12,0
3763,44,5,1,9,1,1,1,0,0,5013,0,60,0
3764,29,4,1,9,0,11,0,0,0,0,0,40,0
3765,36,2,1,9,1,3,1,0,0,0,1977,40,1
3766,40,2,7,11,1,6,1,0,0,0,0,40,1
3767,21,2,6,12,0,4,0,1,0,0,0,35,0
3768,21,2,5,10,0,6,0,0,0,0,0,70,0
3769,34,1,10,15,4,3,4,0,0,0,0,48,1
3770,24,2,0,13,0,1,3,0,1,0,0,15,0
3771,28,2,12,6,2,4,0,0,1,0,0,40,0
3772,35,2,1,9,4,7,3,0,0,0,0,50,0
3773,35,2,1,9,2,6,0,0,0,0,0,40,0
3774,38,0,0,13,0,1,0,0,1,0,0,40,0
3775,44,3,1,9,2,0,4,1,1,0,0,40,0
3776,39,2,0,13,1,2,2,0,1,0,0,40,1
3777,57,4,1,9,2,4,0,0,1,0,0,40,0
3778,19,2,5,10,0,5,3,0,1,0,0,40,0
3779,29,2,7,11,1,9,1,0,0,0,0,48,0
3780,23,2,1,9,0,9,5,1,0,0,0,40,0
3781,50,2,1,9,6,4,4,0,1,0,0,40,0
3782,51,1,5,10,1,6,1,0,0,0,0,20,0
3783,28,2,7,11,2,6,0,3,0,0,0,40,0
3784,44,2,0,13,1,5,1,0,0,0,0,60,0
3785,29,1,0,13,0,3,0,1,0,0,0,40,0
3786,31,2,1,9,2,7,0,0,0,0,0,45,0
3787,27,2,0,13,1,6,1,0,0,0,0,45,1
3788,34,2,0,13,1,1,1,0,0,0,0,45,0
3789,50,5,10,15,1,3,1,2,0,7688,0,50,1
3790,27,2,5,10,1,2,1,0,0,0,0,40,1
3791,31,2,7,11,0,0,4,1,1,0,0,40,0
3792,46,2,6,12,1,6,1,0,0,0,0,40,1
3793,39,2,5,10,0,0,3,2,1,0,0,40,0
3794,40,2,0,13,1,5,1,0,0,0,0,55,1
3795,28,2,2,7,2,5,3,0,0,0,0,40,0
3796,18,2,1,9,0,5,3,0,1,0,0,40,0
3797,51,2,1,9,2,0,0,0,1,0,0,40,0
3798,58,5,1,9,2,5,0,0,0,0,0,50,0
3799,66,2,1,9,1,5,1,0,0,0,0,40,0
3800,36,1,1,9,1,4,2,2,1,0,0,20,0
3801,38,2,2,7,2,2,0,0,1,0,0,60,0
3802,25,2,6,12,0,1,3,0,0,0,0,40,0
3803,25,2,1,9,0,4,4,0,1,0,0,22,0
3804,90,2,2,7,0,2,3,0,0,0,0,40,0
3805,41,4,5,10,2,0,4,0,1,0,0,40,0
3806,33,2,0,13,2,3,4,0,1,914,0,40,0
3807,33,2,1,9,0,0,0,0,1,0,0,40,0
3808,35,2,0,13,1,1,1,0,0,0,1887,45,1
3809,39,1,1,9,0,6,3,1,1,0,0,20,0
3810,59,2,1,9,1,5,1,0,0,0,0,60,0
3811,19,2,5,10,0,10,3,0,0,0,1719,16,0
3812,39,2,1,9,1,5,1,0,0,4064,0,38,0
3813,27,2,1,9,0,2,3,0,1,0,0,40,0
3814,52,2,8,4,1,6,1,0,0,0,0,40,0
3815,59,1,1,9,2,4,3,0,1,0,0,24,0
3816,28,2,5,10,2,6,4,0,1,0,0,40,0
3817,37,2,1,9,2,4,5,0,1,0,0,50,0
3818,36,2,0,13,1,1,1,0,0,0,0,50,1
3819,34,2,0,13,1,3,1,0,0,0,0,60,1
3820,23,2,5,10,0,0,3,0,0,0,0,40,0
3821,33,2,1,9,2,6,0,0,0,0,2258,84,0
3822,27,4,3,14,0,3,3,0,0,0,0,52,0
3823,31,4,3,14,1,3,1,0,0,0,0,40,0
3824,21,2,12,6,1,9,1,0,0,0,0,36,0
3825,31,2,1,9,1,1,1,0,0,0,0,54,0
3826,59,2,1,9,1,2,1,0,0,0,0,40,1
3827,40,4,3,14,1,3,1,0,0,0,1902,48,1
3828,19,2,2,7,0,2,3,0,0,0,0,40,0
3829,47,2,1,9,1,7,1,0,0,0,0,50,0
3830,34,2,0,13,0,6,4,0,0,0,0,40,0
3831,57,2,1,9,1,4,1,0,0,0,0,78,0
3832,51,4,4,5,1,7,1,1,0,0,0,40,0
3833,21,2,5,10,0,2,0,0,0,0,0,20,0
3834,30,5,5,10,1,5,1,0,0,0,0,50,0
3835,46,2,5,10,2,2,0,0,0,0,0,45,0
3836,40,2,0,13,0,5,0,0,1,0,0,45,0
3837,52,2,13,1,1,4,0,0,0,0,0,40,0
3838,23,2,0,13,0,5,0,2,0,0,0,50,0
3839,25,2,1,9,0,0,0,0,1,0,0,50,0
3840,43,2,5,10,2,7,0,0,0,0,0,45,0
3841,38,0,5,10,2,11,4,3,1,0,0,40,1
3842,22,2,7,11,0,4,0,0,1,0,0,30,0
3843,33,4,0,13,0,0,0,0,1,1055,0,40,0
3844,34,2,5,10,1,3,1,0,0,5178,0,40,1
3845,65,2,7,11,1,7,1,0,0,0,0,20,0
3846,50,2,1,9,0,10,3,0,0,0,0,15,0
3847,29,2,0,13,0,5,0,0,0,6849,0,48,0
3848,25,2,1,9,1,7,1,0,0,0,0,40,0
3849,54,2,5,10,2,0,0,0,1,0,0,40,0
3850,49,2,1,9,1,0,1,0,0,0,0,40,1
3851,44,2,5,10,1,9,1,0,0,0,0,40,0
3852,24,2,4,5,2,4,3,0,1,0,0,40,0
3853,25,2,0,13,0,5,0,0,0,0,0,38,0
3854,65,4,1,9,1,7,1,0,0,0,0,20,0
3855,56,1,1,9,1,1,1,1,0,0,0,45,0
3856,39,1,10,15,1,3,1,0,0,15024,0,60,1
3857,23,2,0,13,0,3,3,0,1,0,0,40,0
3858,20,2,5,10,0,4,0,0,1,0,0,20,0
3859,24,2,11,3,0,6,4,0,0,0,0,40,0
3860,41,2,5,10,1,1,1,0,0,0,1887,50,1
3861,40,5,5,10,1,8,1,0,0,0,0,50,0
3862,55,2,1,9,1,6,1,0,0,0,0,50,1
3863,38,2,1,9,2,0,4,0,1,0,0,48,0
3864,23,2,1,9,0,0,4,1,1,0,0,40,0
3865,44,2,0,13,1,1,1,0,0,0,0,50,0
3866,45,2,5,10,1,6,1,0,0,0,1887,40,1
3867,20,1,5,10,0,0,3,0,1,0,0,12,0
3868,29,2,1,9,0,4,3,0,0,0,0,40,0
3869,43,0,1,9,1,11,1,0,0,0,0,40,0
3870,30,2,14,8,2,9,0,0,0,0,0,40,0
3871,28,0,5,10,0,0,0,0,1,0,0,38,0
3872,31,2,1,9,1,1,1,0,0,0,0,40,1
3873,52,2,1,9,2,6,4,0,1,0,0,40,0
3874,36,2,0,13,1,3,2,0,1,0,0,50,1
3875,38,2,1,9,1,6,1,0,0,0,0,45,0
3876,63,1,7,11,1,8,1,0,0,0,0,40,0
3877,21,2,5,10,0,4,3,0,0,0,0,35,0
3878,33,0,1,9,2,0,0,0,0,0,0,40,0
3879,46,0,5,10,2,3,4,0,1,1506,0,50,0
3880,47,5,0,13,0,5,0,0,0,3325,0,60,0
3881,33,2,9,16,1,3,1,0,0,0,0,55,1
3882,20,2,5,10,0,0,3,0,1,0,0,30,0
3883,28,2,1,9,2,2,0,0,0,0,0,40,0
3884,46,2,1,9,2,13,4,0,1,0,0,28,0
3885,25,2,5,10,1,5,1,1,0,0,0,45,0
3886,37,2,1,9,1,6,3,0,0,3137,0,40,0
3887,31,1,4,5,1,6,1,0,0,0,0,60,0
3888,49,2,1,9,1,6,1,0,0,0,0,40,0
3889,22,0,5,10,3,10,4,0,0,0,0,20,0
3890,52,2,7,11,1,4,2,0,1,0,0,20,1
3891,29,2,6,12,1,1,2,0,1,0,0,50,0
3892,18,2,2,7,0,4,3,0,1,0,0,20,0
3893,31,4,5,10,1,1,1,0,0,0,0,35,0
3894,23,2,5,10,0,4,0,2,1,0,0,35,0
3895,54,1,12,6,1,5,1,0,0,0,0,65,0
3896,50,4,1,9,2,4,4,0,1,0,0,49,0
3897,46,2,3,14,1,10,1,0,0,0,1902,40,1
3898,24,2,0,13,0,8,3,0,1,0,0,40,0
3899,49,5,1,9,4,4,0,0,0,0,0,45,0
3900,54,4,1,9,1,6,1,0,0,0,0,40,1
3901,41,2,0,13,1,1,1,0,0,0,1902,60,1
3902,49,2,1,9,1,0,1,0,0,0,0,40,0
3903,36,4,0,13,0,3,0,0,1,0,0,35,0
3904,23,2,1,9,0,7,3,1,0,0,0,40,0
3905,63,2,5,10,6,4,0,0,1,0,0,40,0
3906,67,2,1,9,1,5,1,0,0,0,0,40,1
3907,23,2,1,9,0,6,0,0,0,0,0,40,0
3908,22,2,0,13,0,3,3,0,0,0,0,40,0
3909,66,2,7,11,1,0,1,0,0,0,0,30,0
3910,25,2,2,7,1,6,1,0,0,0,0,50,0
3911,30,2,5,10,2,9,4,0,1,0,0,20,0
3912,35,2,1,9,1,7,1,0,0,2885,0,40,0
3913,67,1,8,4,1,1,1,0,0,0,0,40,0
3914,30,2,14,8,0,6,0,1,0,0,0,40,0
3915,26,2,5,10,0,9,0,1,1,0,0,38,0
3916,34,2,1,9,1,9,1,0,0,0,0,40,0
3917,21,2,5,10,0,5,3,0,0,0,0,40,0
3918,18,2,14,8,0,6,3,0,0,0,0,10,0
3919,21,2,1,9,0,6,0,0,0,0,0,40,0
3920,76,5,4,5,1,3,1,0,0,0,0,40,0
3921,51,3,5,10,1,11,1,2,0,0,0,70,0
3922,26,2,1,9,1,9,2,0,1,0,0,56,0
3923,18,2,14,8,0,4,0,0,1,0,0,25,0
3924,34,2,7,11,1,9,1,0,0,0,1672,50,0
3925,59,2,1,9,2,1,0,0,1,0,0,40,0
3926,55,2,0,13,4,1,0,0,0,14084,0,45,1
3927,33,1,5,10,0,8,0,0,0,0,0,72,0
3928,25,2,1,9,0,4,3,0,1,0,0,10,0
3929,48,2,1,9,6,9,0,0,1,0,0,10,0
3930,64,2,0,13,2,5,0,0,1,0,0,5,0
3931,47,4,3,14,0,3,0,0,1,0,0,45,1
3932,26,2,5,10,0,10,3,0,1,0,0,40,0
3933,36,2,6,12,1,3,1,0,0,0,0,48,1
3934,21,2,1,9,1,8,1,0,0,0,0,40,0
3935,30,2,1,9,0,9,3,0,0,0,0,44,0
3936,41,1,1,9,2,6,0,0,0,0,0,40,0
3937,34,2,5,10,0,5,5,1,0,0,0,30,0
3938,24,2,12,6,0,5,0,0,0,0,0,49,0
3939,26,2,0,13,0,3,0,0,1,0,0,20,0
3940,25,2,1,9,0,0,0,0,1,0,0,48,0
3941,35,2,5,10,2,5,4,0,1,0,0,36,0
3942,41,2,5,10,2,6,0,0,0,0,0,40,1
3943,33,2,2,7,0,6,3,0,0,0,0,40,0
3944,18,2,5,10,0,4,3,0,1,0,0,25,0
3945,27,5,1,9,4,0,0,0,0,0,0,38,0
3946,32,2,1,9,2,4,4,0,1,0,0,35,0
3947,51,4,1,9,0,4,0,1,0,0,0,40,0
3948,38,2,7,11,2,0,4,1,1,0,0,40,0
3949,41,4,5,10,1,7,2,0,1,0,0,25,0
3950,26,2,5,10,1,6,1,0,0,2829,0,40,0
3951,38,1,7,11,2,1,4,0,0,0,0,35,0
3952,54,2,4,5,1,1,1,0,0,0,0,45,1
3953,30,2,0,13,0,3,0,0,1,0,0,60,0
3954,31,2,5,10,6,1,4,0,1,0,0,30,0
3955,26,0,0,13,0,3,0,0,0,0,0,40,0
3956,75,1,9,16,1,3,1,0,0,4931,0,3,0
3957,29,2,3,14,0,7,3,1,0,0,0,40,0
3958,61,2,1,9,1,1,1,0,0,0,0,50,1
3959,24,2,5,10,4,5,4,0,1,0,0,45,0
3960,34,2,6,12,0,3,0,0,0,0,0,40,0
3961,42,2,5,10,2,6,3,0,0,0,0,40,0
3962,24,2,2,7,0,6,0,0,0,0,0,40,0
3963,42,1,6,12,1,5,1,0,0,0,0,40,0
3964,27,3,1,9,0,6,0,1,0,0,1980,40,0
3965,39,4,0,13,1,3,2,0,1,0,0,50,1
3966,20,2,1,9,0,2,3,0,0,0,0,40,0
3967,51,2,2,7,0,4,0,1,1,0,0,40,0
3968,68,2,0,13,1,5,1,0,0,0,0,30,0
3969,28,3,1,9,0,9,3,0,0,0,0,48,0
3970,43,2,1,9,2,10,0,0,1,0,0,40,0
3971,35,2,5,10,3,6,0,0,0,0,0,40,0
3972,44,2,1,9,2,0,4,1,1,0,0,40,0
3973,41,2,0,13,0,2,0,0,0,0,0,40,0
3974,44,2,1,9,1,10,1,0,0,0,0,45,1
3975,20,2,1,9,1,0,5,0,1,0,0,40,0
3976,46,2,1,9,1,6,1,0,0,0,0,75,1
3977,27,1,6,12,1,7,1,0,0,7688,0,70,1
3978,32,2,5,10,0,4,0,0,0,0,0,50,0
3979,46,2,5,10,2,5,0,0,0,0,0,50,0
3980,26,2,1,9,0,4,0,0,0,0,0,24,0
3981,20,2,5,10,0,0,3,2,1,0,0,40,0
3982,36,2,1,9,1,8,2,0,1,0,0,40,0
3983,49,2,0,13,1,1,1,0,0,0,0,40,1
3984,32,2,1,9,1,1,1,0,0,3103,0,55,1
3985,32,2,0,13,1,3,1,0,0,15024,0,50,1
3986,49,2,0,13,1,6,1,0,0,0,1902,40,1
3987,36,2,1,9,0,7,0,0,0,0,0,45,0
3988,22,2,5,10,0,4,5,0,0,0,0,25,0
3989,52,3,1,9,2,0,0,0,1,0,0,40,0
3990,42,2,1,9,1,1,1,0,0,0,0,50,1
3991,72,2,1,9,6,4,4,0,1,0,0,16,0
3992,30,4,0,13,4,3,0,0,1,0,0,40,0
3993,44,2,5,10,1,2,1,0,0,0,0,40,0
3994,23,2,0,13,0,5,0,0,1,0,0,45,0
3995,22,2,5,10,0,5,3,0,0,0,0,20,0
3996,59,2,0,13,4,0,4,0,0,0,0,60,0
3997,46,2,1,9,2,3,4,0,1,0,0,40,0
3998,30,2,7,11,1,2,1,0,0,0,0,40,0
3999,64,3,8,4,6,4,4,0,1,0,0,30,0
4000,31,2,5,10,1,5,2,1,1,0,0,40,0
4001,64,2,1,9,1,4,1,0,0,0,0,20,0
4002,45,2,1,9,0,9,3,0,1,0,0,40,0
4003,59,2,1,9,1,9,1,0,0,0,1887,40,1
4004,32,2,1,9,0,0,5,1,1,0,0,40,0
4005,43,2,0,13,1,9,1,3,0,0,0,40,0
4006,23,2,5,10,0,5,0,0,0,0,0,45,0
4007,49,1,1,9,1,6,1,0,0,0,0,40,0
4008,32,2,14,8,1,9,1,0,0,0,0,40,0
4009,49,2,7,11,0,1,4,0,1,0,0,40,0
4010,33,2,5,10,2,3,0,0,0,0,0,40,0
4011,28,2,10,15,0,3,0,0,1,0,0,85,0
4012,47,2,1,9,1,5,1,1,0,0,0,40,0
4013,41,2,1,9,0,4,3,0,0,0,0,40,0
4014,34,4,3,14,1,1,1,0,0,0,0,40,1
4015,25,2,1,9,0,4,0,0,1,0,0,35,0
4016,21,2,5,10,0,5,0,0,1,0,0,15,0
4017,25,2,1,9,0,8,4,0,0,0,0,30,0
4018,46,2,4,5,1,4,1,0,0,0,0,40,0
4019,37,2,15,2,1,6,1,2,0,0,0,40,0
4020,41,2,5,10,1,6,1,0,0,0,0,56,1
4021,44,2,1,9,0,0,3,0,0,0,1504,50,0
4022,30,2,1,9,1,10,1,0,0,0,0,40,1
4023,54,2,5,10,1,9,1,0,0,0,0,40,0
4024,35,1,1,9,1,8,1,0,0,0,0,99,0
4025,21,2,5,10,0,10,3,0,1,0,0,25,0
4026,35,1,3,14,1,5,1,0,0,0,0,40,1
4027,35,2,10,15,1,3,1,0,0,0,0,80,1
4028,19,2,5,10,0,6,3,0,0,0,0,20,0
4029,48,2,1,9,2,1,0,0,1,0,0,40,0
4030,65,1,5,10,6,6,0,0,1,0,0,35,0
4031,40,2,0,13,4,0,4,1,0,0,0,35,0
4032,26,2,1,9,0,0,0,0,1,0,0,40,0
4033,45,2,5,10,1,1,1,0,0,0,0,40,0
4034,26,2,5,10,0,6,3,0,0,0,0,40,0
4035,32,2,1,9,1,0,1,0,0,0,0,40,0
4036,35,2,0,13,2,1,0,0,0,27828,0,50,1
4037,22,1,5,10,0,6,0,0,0,0,0,48,0
4038,37,2,7,11,4,3,3,0,1,0,0,38,0
4039,25,2,0,13,0,6,0,0,0,0,0,40,0
4040,64,2,15,2,1,7,1,0,0,0,0,53,0
4041,46,2,7,11,1,1,1,0,0,0,0,48,1
4042,30,2,1,9,0,2,3,0,0,0,0,27,0
4043,63,2,6,12,2,1,0,0,0,0,0,40,1
4044,51,4,1,9,1,11,1,0,0,0,0,40,1
4045,68,1,8,4,1,1,1,0,0,0,0,16,0
4046,36,2,9,16,1,3,1,0,0,0,0,50,0
4047,28,5,5,10,0,1,0,0,0,0,0,50,0
4048,41,4,5,10,1,5,1,0,0,0,0,40,0
4049,47,2,5,10,1,3,1,0,0,0,0,40,0
4050,22,2,5,10,0,4,4,1,1,0,0,30,0
4051,34,5,10,15,1,3,1,0,0,15024,0,40,1
4052,46,3,0,13,1,3,1,0,0,0,0,40,1
4053,28,2,5,10,3,0,3,0,1,0,0,40,0
4054,36,2,1,9,1,6,1,0,0,0,0,52,1
4055,18,2,5,10,0,5,3,0,1,0,0,20,0
4056,33,4,3,14,1,3,1,0,0,7688,0,50,1
4057,51,2,1,9,1,7,1,0,0,7298,0,60,1
4058,56,1,1,9,1,1,1,0,0,0,0,35,0
4059,54,2,1,9,0,0,4,0,1,0,0,40,0
4060,29,2,1,9,0,1,4,1,1,0,0,40,0
4061,40,2,5,10,2,2,0,3,1,0,0,84,0
4062,53,2,3,14,1,1,1,0,0,15024,0,65,1
4063,22,2,1,9,0,2,3,0,0,0,0,35,0
4064,33,2,1,9,1,9,1,0,0,0,0,40,1
4065,28,2,1,9,2,7,0,0,0,0,0,50,0
4066,63,2,5,10,1,3,2,0,1,0,0,12,0
4067,53,3,9,16,1,3,1,0,0,15024,0,60,1
4068,37,2,12,6,1,6,1,0,0,0,0,50,0
4069,50,3,5,10,2,1,4,0,0,0,0,40,0
4070,22,2,1,9,0,6,3,0,0,0,0,40,0
4071,40,3,6,12,0,0,0,0,1,0,0,40,0
4072,22,2,0,13,0,3,0,0,1,8614,0,40,1
4073,21,2,5,10,0,3,3,0,0,0,0,40,0
4074,25,2,6,12,1,2,1,1,0,0,0,40,0
4075,20,2,5,10,0,6,0,0,1,0,0,40,0
4076,43,3,1,9,1,7,1,0,0,0,0,40,0
4077,29,2,7,11,0,1,4,0,1,0,0,50,0
4078,32,2,0,13,1,5,1,0,0,0,0,40,1
4079,42,2,3,14,1,5,1,0,0,0,0,50,1
4080,33,2,1,9,1,9,1,2,0,0,0,40,0
4081,27,2,5,10,1,1,2,0,1,0,0,40,1
4082,29,2,5,10,1,9,1,0,0,0,0,38,0
4083,29,2,1,9,1,7,1,0,0,0,0,40,0
4084,20,2,5,10,0,1,3,0,1,0,0,20,0
4085,35,2,12,6,0,0,3,0,0,0,0,40,0
4086,31,1,0,13,1,3,1,0,0,0,1902,50,1
4087,33,2,1,9,0,6,0,0,0,0,0,50,0
4088,67,2,5,10,1,1,1,0,0,0,1539,40,0
4089,46,2,5,10,1,3,1,0,0,0,0,10,0
4090,45,2,4,5,1,9,2,0,1,0,0,40,1
4091,17,4,2,7,0,5,3,0,0,0,0,20,0
4092,35,2,0,13,1,1,1,0,0,0,1848,70,1
4093,48,1,0,13,3,1,0,1,0,0,0,40,1
4094,49,2,1,9,2,9,0,1,1,0,0,40,0
4095,20,2,5,10,0,5,5,0,1,0,0,40,0
4096,27,2,1,9,1,9,1,0,0,5013,0,46,0
4097,64,2,5,10,1,6,1,0,0,0,0,20,0
4098,53,3,5,10,4,6,0,1,0,0,0,40,0
4099,52,2,1,9,2,0,0,0,1,0,0,40,0
4100,29,2,1,9,1,6,1,0,0,0,0,55,0
4101,32,5,1,9,1,6,1,0,0,99999,0,40,1
4102,48,1,0,13,1,3,2,0,1,0,0,20,1
4103,30,2,5,10,0,6,5,0,0,0,0,40,0
